Press Release Identifier,Headline,Subhead,Date,url,Press Release,Year
2022 | Entry No. 372,Attorney General Ellison fights Florida’s discriminatory voting law in court,"Joins coalition supporting mail-in and drop-box voting, opposing Florida’s attempt to defend restrictive law that was already struck down in court",17-Aug-22,https://www.ag.state.mn.us/Office/Communications/2022/08/17_FloridaVotingLaw.asp,https://www.ag.state.mn.us/Office/Communications/2022/08/17_FloridaVotingLaw.asp,2022
2022 | Entry No. 373,Attorney General Ellison urges Supreme Court to protect Native American children and families,Joins bipartisan coalition of 24 AGs in effort to prevent displacement of Native American children from tribal communities,22-Aug-22,https://www.ag.state.mn.us/Office/Communications/2022/08/22_ICWA.asp,https://www.ag.state.mn.us/Office/Communications/2022/08/22_ICWA.asp,2022
2022 | Entry No. 374,Attorney General Ellison issues consumer alert about crisis pregnancy centers,"CPCs may provide misleading information about abortion and contraception, and often do not provide services they claim to offer; consumers encouraged to contact AG’s Office with concerns or complaints",23-Aug-22,https://www.ag.state.mn.us/Office/Communications/2022/08/23_CrisisPregnancyCenters.asp,https://www.ag.state.mn.us/Office/Communications/2022/08/23_CrisisPregnancyCenters.asp,2022
2022 | Entry No. 375,"Attorney General Ellison shuts down mismanaged school-supply charity, secures permanent ban against president",Charity was victim of insider misuse and governance violations; tens of thousands of dollars misused,24-Aug-22,https://www.ag.state.mn.us/Office/Communications/2022/08/24_WelchCharities.asp,https://www.ag.state.mn.us/Office/Communications/2022/08/24_WelchCharities.asp,2022
2022 | Entry No. 376,Attorney General Ellison investigating unlawful and dangerous public nuisances,"With assistance of Hennepin County Attorney’s Office, investigating whether Merwin Liquors and Winner Gas Station in Minneapolis are maintaining or permitting unlawful activity on their property",15-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/15_PublicNuisances.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/15_PublicNuisances.asp,2022
2022 | Entry No. 377,"Attorney General Ellison secures conviction in attempted murder of police officer, bystanders",Devin Weiland convicted in Freeborn County for shooting Albert Lea police officer and two innocent bystanders in a November 2020 standoff during which he shot more than 80 rounds,19-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/19_Weiland.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/19_Weiland.asp,2022
2022 | Entry No. 378,AG Ellison: Civil investigation into Feeding Our Future continues after federal criminal indictment,"Scope of fraud alleged in federal indictments ‘breathtaking and immoral’; pledges to ‘hold bad actors accountable, no matter who they are’",20-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/20_FeedingOurFuture.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/20_FeedingOurFuture.asp,2022
2022 | Entry No. 379,Attorney General Ellison protects more manufactured-housing residents,AG Ellison conducts another successful law-enforcement effort against management company that threatened mass evictions of residents against Minnesota law; company commits to comply with the law and retract eviction threats,21-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/21_SummitManagement.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/21_SummitManagement.asp,2022
2022 | Entry No. 380,Attorney General Ellison moves to protect interstate travel to seek abortion,Submits amicus brief with 22 AGs arguing Texas’ laws violate individuals’ constitutional right to interstate travel; follows commitment that no one traveling to Minnesota to seek or provide a legal abortion will be prosecuted,23-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/23_FundTexasChoice.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/23_FundTexasChoice.asp,2022
2022 | Entry No. 381,"For two years, Attorney General Ellison’s office has held Feeding Our Future accountable",Federal investigation and indictments would not have happened without Attorney General’s involvement,26-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/26_FeedingOurFuture.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/26_FeedingOurFuture.asp,2022
2022 | Entry No. 382,Attorney General Ellison applauds new federal funds to increase antitrust enforcement in agriculture,Announcement of $15M available for state AGs to partner with USDA on agriculture competition issues follows bipartisan letter to Sec. Vilsack AG Ellison led recommending funding and increased partnership with AGs,28-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/28_USDA.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/28_USDA.asp,2022
2022 | Entry No. 383,Attorney General Ellison sues pesticides manufacturers for increasing costs for farmers,"Files federal lawsuit with FTC and bipartisan coalition of 10 AGs against Syngenta and Corteva for anticompetitive ‘loyalty programs’ that reduce competition, increase prices",30-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/30_SyngentaCorteva.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/30_SyngentaCorteva.asp,2022
2022 | Entry No. 384,Attorney General Ellison secures conviction for 2nd-degree murder of mother,Eric Reinbold convicted in Pennington County for stabbing wife to death after being released from federal prison on weapons charge; Reinhold evaded capture for 3 weeks,30-Sep-22,https://www.ag.state.mn.us/Office/Communications/2022/09/30_Reinbold.asp,https://www.ag.state.mn.us/Office/Communications/2022/09/30_Reinbold.asp,2022
2022 | Entry No. 385,Attorney General Ellison secures guilty plea for son’s 2nd-degree murder of father,Hardy Wills-Traxler pleads guilty in Le Sueur County for 2021 stabbing death of his father — prison sentence of 25 ½ years expected,3-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/03_WillisTraxler.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/03_WillisTraxler.asp,2022
2022 | Entry No. 386,Attorney General Ellison sues Fleet Farm for negligently selling firearms to straw purchasers,"Alleges Fleet Farm stores aided and abetted straw purchasers, should not have sold guns given warning signs of gun trafficking",5-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/05_FleetFarm.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/05_FleetFarm.asp,2022
2022 | Entry No. 387,Attorney General Ellison shuts down fraudulent student-loan debt-settlement company,California-based company offering fraudulent ‘forgiveness’ scheme will pay State $15K to refund Minnesota consumers,7-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/07_StudentAidGroup.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/07_StudentAidGroup.asp,2022
2022 | Entry No. 388,Attorney General Ellison puts nuisance properties on formal notice they may be sued,"Along with Hennepin County and City of Minneapolis, provides notices to Merwin Liquors and Winner Gas Station in Minneapolis they are permitting or maintaining illegal public nuisances, may be sued in 30 days",11-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/11_PublicNuisances.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/11_PublicNuisances.asp,2022
2022 | Entry No. 389,"Enbridge admits it breached aquifer in Line 3 construction, will pay fine and perform environmental restoration","Attorney General Ellison files criminal charge for aquifer breach against Enbridge, along with diversion agreement contingent on Enbridge not breaking law again and fulfilling all terms of settlement; Clearwater County Attorney referred case to Attorney General for criminal prosecution",17-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/17_Enbridge.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/17_Enbridge.asp,2022
2022 | Entry No. 390,Attorney General Ellison leads bipartisan coalition to regulate abusive practices of pharmacy benefit managers,"Leads bipartisan coalition of 35 AGs in amicus brief in support of Oklahoma’s laws, similar to Minnesota’s, regulating abusive behavior of PBMs",18-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/18_PCMA.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/18_PCMA.asp,2022
2022 | Entry No. 391,First payments from landmark opioid settlements start flowing to Minnesota communities,"$6.6M sent to Minnesota yesterday as part of $66 million coming this year; State to receive more than $300 million to fight the opioid crisis, with 75 percent going directly to hard-hit communities",18-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/18_OpioidSettlements.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/18_OpioidSettlements.asp,2022
2022 | Entry No. 392,J. Alexander Kueng pleads guilty to 2nd-degree manslaughter in death of George Floyd,"Co-defendant Tou Thao agrees to bench trial on 2nd-degree manslaughter on stipulated evidence; waives right to jury trial, right to present and confront witnesses, and testify in in his own defense; court to reach verdict in Thao’s case",24-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/24_Floyd.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/24_Floyd.asp,2022
2022 | Entry No. 393,"Attorney General Ellison sues subcontractor for obstructing wage investigation, intimidating workers",Alleges subcontractor threatened and discouraged workers from speaking with DLI and refused to provide DLI with the records it needs to determine whether the subcontractor violated Minnesota’s employment protections,25-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/25_PMC.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/25_PMC.asp,2022
2022 | Entry No. 394,Attorney General Ellison sues Shipt for misclassifying ‘Shoppers’ as independent contractors instead of employees,"Alleges that Shipt ‘Shoppers’ are employees under Minnesota law and entitled to minimum wage, overtime, and other Minnesota employment protections",27-Oct-22,https://www.ag.state.mn.us/Office/Communications/2022/10/27_Shipt.asp,https://www.ag.state.mn.us/Office/Communications/2022/10/27_Shipt.asp,2022
2022 | Entry No. 395,Attorney General Ellison urges FDA approve country’s first over-the-counter birth-control pill,"If approved, pill would be available for purchase without a prescription, removing barriers to accessing safe and timely reproductive care",4-Nov-22,https://www.ag.state.mn.us/Office/Communications/2022/11/04_Opill.asp,https://www.ag.state.mn.us/Office/Communications/2022/11/04_Opill.asp,2022
2022 | Entry No. 396,"Attorney General Ellison applauds $15M grant to increase competition for meat and poultry processors, pledges vigilant antitrust enforcement","Part of first round of USDA grants and investments designed to increase competition, increase small and mid-size producer income, create economic opportunity, and lower consumers’ costs",4-Nov-22,https://www.ag.state.mn.us/Office/Communications/2022/11/04_USDA_Grant.asp,https://www.ag.state.mn.us/Office/Communications/2022/11/04_USDA_Grant.asp,2022
2022 | Entry No. 397,Minnesota joins $16M settlement over 2012 and 2015 Experian data breaches,Minnesota to receive $280K civil penalty; Experian to provide 5 years of free credit monitoring; Experian and T-Mobile to improve data-protection services,7-Nov-22,https://www.ag.state.mn.us/Office/Communications/2022/11/07_Experian.asp,https://www.ag.state.mn.us/Office/Communications/2022/11/07_Experian.asp,2022
2022 | Entry No. 398,Attorney General Ellison reaches historic settlement with Google over location-tracking practices,Joins 40 AGs in bipartisan national settlement worth almost $400M; Minnesota’s share $8.25M,14-Nov-22,https://www.ag.state.mn.us/Office/Communications/2022/11/14_Google.asp,https://www.ag.state.mn.us/Office/Communications/2022/11/14_Google.asp,2022
2022 | Entry No. 399,Attorney General Ellison shuts down fraudulent student-loan debt-settlement company in Minnesota,California-based company pocketed exorbitant fees for fraudulent ‘forgiveness’ scheme; will also pay State $50K to refund Minnesota customers,17-Nov-22,https://www.ag.state.mn.us/Office/Communications/2022/11/17_ExpressEnrollment.asp,https://www.ag.state.mn.us/Office/Communications/2022/11/17_ExpressEnrollment.asp,2022
2022 | Entry No. 400,Attorney General Ellison announces public input on proposed merger of Fairview Health Services and Sanford Health,"Dedicated web form and phone numbers now available for public input, with public meetings to be held in early 2023; data gathered will form part of AG’s investigation under state and federal law into impact of merger",22-Nov-22,https://www.ag.state.mn.us/Office/Communications/2022/11/22_Sanford-Fairview.asp,https://www.ag.state.mn.us/Office/Communications/2022/11/22_Sanford-Fairview.asp,2022
2022 | Entry No. 401,Attorney General Ellison settles with CarMax over disclosure of safety recalls,Minnesota joins bipartisan coalition of 36 states and territories in resolving claims CarMax falsely advertised the safety of vehicles with open recalls,1-Dec-22,https://www.ag.state.mn.us/Office/Communications/2022/12/01_CarMax.asp,https://www.ag.state.mn.us/Office/Communications/2022/12/01_CarMax.asp,2022
2022 | Entry No. 402,CFPB to issue $95M in restitution to consumers harmed by fraudulent student-loan debt-relief companies,"912 Minnesota consumers to receive more than $1 million in restitution in lawsuit Minnesota filed jointly with CFPB. Companies charged illegal up-front fees for filling out and submitting forms for repayment and consolidation programs, which eligible borrowers can apply for on their own for free.",13-Dec-22,https://www.ag.state.mn.us/Office/Communications/2022/12/13_StudentLoanDebtRelief.asp,https://www.ag.state.mn.us/Office/Communications/2022/12/13_StudentLoanDebtRelief.asp,2022
2022 | Entry No. 403,Attorney General Ellison defends right to strike at U.S. Supreme Court,Joins coalition of 16 AGs in amicus brief in case that threatens workers’ rights and effectiveness of NLRB,13-Dec-22,https://www.ag.state.mn.us/Office/Communications/2022/12/13_RightToStrike.asp,https://www.ag.state.mn.us/Office/Communications/2022/12/13_RightToStrike.asp,2022
2022 | Entry No. 404,Attorney General Ellison sets community meetings on proposed Fairview/Sanford merger,"Four community meetings to be held in Saint Paul, Bemidji, Worthington, and Grand Rapids in January 2023; AG Ellison to listen to Minnesotans’ views on the proposed merger",19-Dec-22,https://www.ag.state.mn.us/Office/Communications/2022/12/19_SanfordFairview.asp,https://www.ag.state.mn.us/Office/Communications/2022/12/19_SanfordFairview.asp,2022
2022 | Entry No. 405,Attorney General Ellison signs onto $20B in new opioid settlements,"New settlements with five major manufacturers and pharmacies may bring more than $235 million to Minnesota over 15 years for opioid epidemic treatment and prevention; also require document disclosure, industry changes to ensure crisis never happens again",20-Dec-22,https://www.ag.state.mn.us/Office/Communications/2022/12/20_OpioidSettlements.asp,https://www.ag.state.mn.us/Office/Communications/2022/12/20_OpioidSettlements.asp,2022
2022 | Entry No. 406,Attorney General’s Office charges Justin Stetson with 3rd-degree assault in beating of Jaleel Stallings,"The office of Minnesota Attorney General Keith Ellison today charged Justin Stetson with one count of assault in the third degree under Minnesota Statutes Sec. 609.223, subd. 1 for the May 30, 2020 beating of Jaleel Stallings in Minneapolis. Stetson was a Minneapolis police officer at the time. A copy of the complaint is attached",28-Dec-22,https://www.ag.state.mn.us/Office/Communications/2022/12/28_3rdDegreeAssaultCharges.asp,https://www.ag.state.mn.us/Office/Communications/2022/12/28_3rdDegreeAssaultCharges.asp,2022
2023 | Entry No. 407,"‘I will keep working to help Minnesotans afford their lives and live with dignity, safety, and respect’",Attorney General Ellison sworn in for 2nd term with ‘renewed vigor and commitment’,2-Jan-23,https://www.ag.state.mn.us/Office/Communications/2023/01/02_InauguralRemarks.asp,https://www.ag.state.mn.us/Office/Communications/2023/01/02_InauguralRemarks.asp,2023
2023 | Entry No. 408,Attorney General Ellison sues nonprofit and its leaders for misusing funds and extensive governance violations; seeks to shut down nonprofit,"State files lawsuit against ThinkTechAct Foundation and three of its leaders for running a sham nonprofit, misusing nonprofit funds obtained from the federal child nutrition program, and other charities violations",10-Jan-23,https://www.ag.state.mn.us/Office/Communications/2023/01/10_ThinkTechAct.asp,https://www.ag.state.mn.us/Office/Communications/2023/01/10_ThinkTechAct.asp,2023
2023 | Entry No. 409,Conviction Review Unit Vacates First and Second-Degree Murder Sentence; Thomas Rhodes Released from Prison after nearly 25 years,Rhodes’ release marks the first person who will be freed from incarceration because of an investigation and case review by Minnesota’s Conviction Review Unit; Rhodes stands convicted of second-degree manslaughter,13-Jan-23,https://www.ag.state.mn.us/Office/Communications/2023/01/13_Rhodes.asp,https://www.ag.state.mn.us/Office/Communications/2023/01/13_Rhodes.asp,2023
2023 | Entry No. 410,Attorney General’s Office prevails in Otto Bremer Trust appeal,"Minnesota Court of Appeals upholds district court’s decision to remove former trustee, affirms that he “continually breached his duties” and is “unfit to administer the Trust”",17-Jan-23,https://www.ag.state.mn.us/Office/Communications/2023/01/17_Bremer.asp,https://www.ag.state.mn.us/Office/Communications/2023/01/17_Bremer.asp,2023
2023 | Entry No. 411,Attorney General Ellison obtains default judgment against pool contractor who defrauded Minnesota consumers,"After AG sues in August 2022, court permanently bans Charles Workman and company from residential construction industry in Minnesota; orders $1.1M in refunds to victims and $1.1M civil penalty to State",27-Jan-23,https://www.ag.state.mn.us/Office/Communications/2023/01/27_MNCretePools.asp,https://www.ag.state.mn.us/Office/Communications/2023/01/27_MNCretePools.asp,2023
2023 | Entry No. 412,Minnesota Attorney General’s Office named Top Workplace USA for 2nd year in a row,"After being named a Star Tribune Top Workplace for the second time, Attorney General’s Office once again named a Top Workplace USA",2-Feb-23,https://www.ag.state.mn.us/Office/Communications/2023/02/02_TopWorkplace.asp,https://www.ag.state.mn.us/Office/Communications/2023/02/02_TopWorkplace.asp,2023
2023 | Entry No. 413,Attorney General Ellison’s request for more criminal prosecutors to become law upon House passage,House passage comes after Senate passage last week — and after four years of requests by AG Ellison. Appropriation will more than triple capacity of AG’s Office to assist county attorneys in prosecuting serious violent crime and bringing justice to victims.,6-Feb-23,https://www.ag.state.mn.us/Office/Communications/2023/02/06_Funding.asp,https://www.ag.state.mn.us/Office/Communications/2023/02/06_Funding.asp,2023
2023 | Entry No. 414,Attorney General’s Office secures conviction in Cook County murder case,"Thomas West convicted by jury of being accessory after the fact to 2021 murder of Ricky Balsimo, interference with dead body",9-Feb-23,https://www.ag.state.mn.us/Office/Communications/2023/02/09_West.asp,https://www.ag.state.mn.us/Office/Communications/2023/02/09_West.asp,2023
2023 | Entry No. 415,Attorney General’s Office to assist in review of death of Hardel Sherrell in Beltrami County jail,"AG’s office agrees to assist Beltrami County Attorney in review, possible criminal charging in 2018 death of Mr. Sherrell in Beltrami County jail",11-Feb-23,https://www.ag.state.mn.us/Office/Communications/2023/02/11_Sherrell.asp,https://www.ag.state.mn.us/Office/Communications/2023/02/11_Sherrell.asp,2023
2023 | Entry No. 416,Attorney General’s Office secures conviction in Cottonwood County murder case,Jury finds Ralph Apmann guilty of second-degree unintentional murder in August 2021 death of Juan Morales Rivera in Windom,14-Feb-23,https://www.ag.state.mn.us/Office/Communications/2023/02/14_Apmann.asp,https://www.ag.state.mn.us/Office/Communications/2023/02/14_Apmann.asp,2023
2023 | Entry No. 417,Attorney General Ellison shuts down fraudulent student-loan debt-settlement company,California-based company offering fraudulent ‘forgiveness’ scheme will pay State $20K to refund Minnesota customers; marks 13th time AGO has shut down fraudulent student-loan debt-relief company in Minnesota,14-Feb-23,https://www.ag.state.mn.us/Office/Communications/2023/02/14_DirectAccountManagement.asp,https://www.ag.state.mn.us/Office/Communications/2023/02/14_DirectAccountManagement.asp,2023
2023 | Entry No. 418,Attorney General Ellison names Jessica Whitney as Deputy Attorney General,"Veteran of Iowa AG’s office brings proven experience in consumer protection, will start March 1",14-Feb-23,https://www.ag.state.mn.us/Office/Communications/2023/02/14_DeputyAttorneyGeneral.asp,https://www.ag.state.mn.us/Office/Communications/2023/02/14_DeputyAttorneyGeneral.asp,2023
2023 | Entry No. 419,"Attorney General Ellison, Mayors Frey and Carter press Kia and Hyundai for safety recall","In a letter to CEOs, underscore need to recall and outfit vehicles with industry-standard anti-theft technology to improve public safety in light of rapidly rising tide of thefts of Kia and Hyundai vehicles",2-Mar-23,https://www.ag.state.mn.us/Office/Communications/2023/03/02_KiaHyundai.asp,https://www.ag.state.mn.us/Office/Communications/2023/03/02_KiaHyundai.asp,2023
2023 | Entry No. 420,"Attorney General Ellison Launches Civil Investigation of Kia and Hyundai’s Sale of Vehicles that Lack Industry-Standard, Anti-Theft Technology","Drastic increase in Kia, Hyundai vehicle thefts posing an ongoing threat to public safety",7-Mar-23,https://www.ag.state.mn.us/Office/Communications/2023/03/07_KiaHyundai.asp,https://www.ag.state.mn.us/Office/Communications/2023/03/07_KiaHyundai.asp,2023
2023 | Entry No. 421,Attorney General Ellison wins relief for tenants whose landlord allegedly unlawfully withheld amounts from security deposits,"Housing Hub to pay $63,000, stop charging tenants for carpet cleaning, replacing batteries, lightbulbs, and filters at move out",13-Mar-23,https://www.ag.state.mn.us/Office/Communications/2023/03/13_HousingHub.asp,https://www.ag.state.mn.us/Office/Communications/2023/03/13_HousingHub.asp,2023
2023 | Entry No. 422,Judge rules State’s case against Juul and Altria will proceed to trial on March 27,"In order issued this week, Court rejected defendants’ latest efforts to dismiss State’s claims",16-Mar-23,https://www.ag.state.mn.us/Office/Communications/2023/03/16_Juul.asp,https://www.ag.state.mn.us/Office/Communications/2023/03/16_Juul.asp,2023
2023 | Entry No. 423,Attorney General’s Office secures conviction in Beltrami County murder case,"Janelle Johnson found guilty of 2nd-degree murder in December 25, 2020 shooting death of brother-in-law Jesse Farris",23-Mar-23,https://www.ag.state.mn.us/Office/Communications/2023/03/23_JanelleJohnson.asp,https://www.ag.state.mn.us/Office/Communications/2023/03/23_JanelleJohnson.asp,2023
2023 | Entry No. 424,Federal appeals court rules State’s climate-change deception lawsuit can proceed in state court,"In decision today, 8th Circuit Court of Appeals rules against defendants, upholds U.S. District Court remand of lawsuit to state court where it was originally filed",23-Mar-23,https://www.ag.state.mn.us/Office/Communications/2023/03/23_EnergyCompanies.asp,https://www.ag.state.mn.us/Office/Communications/2023/03/23_EnergyCompanies.asp,2023
2023 | Entry No. 425,‘Juul and Altria hooked Minnesota’s children on e-cigarettes — so they could make money’,Attorney General Ellison delivers first half of State’s opening statement as first trial against Juul and Altria begins in Minnesota,28-Mar-23,https://www.ag.state.mn.us/Office/Communications/2023/03/28_JuulAndAltria.asp,https://www.ag.state.mn.us/Office/Communications/2023/03/28_JuulAndAltria.asp,2023
2023 | Entry No. 426,"AG Ellison: State, Minneapolis consent decree on policing is ‘historic’",Praises court-enforceable agreement ‘centered around transformational changes’ that makes ‘very significant steps to build community trust and make every Minneapolis resident and police officer safer’,31-Mar-23,https://www.ag.state.mn.us/Office/Communications/2023/03/31_ConsentDecree.asp,https://www.ag.state.mn.us/Office/Communications/2023/03/31_ConsentDecree.asp,2023
2023 | Entry No. 427,Attorney General Ellison’s Office to prosecute murder of Zaria McKeever,Minnesota Attorney General Keith Ellison issued the following statement upon accepting Governor Tim Walz’s referral under Minnesota law of the prosecution of the murder of Zaria McKeever.,6-Apr-23,https://www.ag.state.mn.us/Office/Communications/2023/04/06_McKeever.asp,https://www.ag.state.mn.us/Office/Communications/2023/04/06_McKeever.asp,2023
2023 | Entry No. 428,Minnesota settles historic e-cigarette lawsuit with JUUL and Altria,Minnesota first state in nation to go to trial to hold JUUL and Altria accountable for deceptive e-cigarette marketing,17-Apr-23,https://www.ag.state.mn.us/Office/Communications/2023/04/17_JUUL.asp,https://www.ag.state.mn.us/Office/Communications/2023/04/17_JUUL.asp,2023
2023 | Entry No. 429,Court of Appeals upholds Derek Chauvin’s convictions in murder of George Floyd,Decision shows ‘once again no one is above the law — and no one is beneath it’,17-Apr-23,https://www.ag.state.mn.us/Office/Communications/2023/04/17_Chauvin.asp,https://www.ag.state.mn.us/Office/Communications/2023/04/17_Chauvin.asp,2023
2023 | Entry No. 430,Attorney General Ellison calls for national recall of theft-prone Hyundai/Kia vehicles,Joins coalition of 18 AGs in asking NHTSA to recall vehicles while AG continues to investigate whether companies have violated Minnesota law,20-Apr-23,https://www.ag.state.mn.us/Office/Communications/2023/04/20_HyundaiKia.asp,https://www.ag.state.mn.us/Office/Communications/2023/04/20_HyundaiKia.asp,2023
2023 | Entry No. 431,Attorney General Ellison again supports limiting non-competes in employment,Joins 18 AGs in comments to FTC in favor of proposed rule he first asked for in 2019; 30M American workers bound by non-compete clauses,24-Apr-23,https://www.ag.state.mn.us/Office/Communications/2023/04/24_NonCompeteClause.asp,https://www.ag.state.mn.us/Office/Communications/2023/04/24_NonCompeteClause.asp,2023
2023 | Entry No. 432,Attorney General Ellison investigating Minneapolis landlord that may have filed dozens of baseless evictions,Investigating whether Greenway Apartments and Investment Property Group violated landlord-tenant and civil-rights laws by filing eviction actions for charges tenants did not owe,25-Apr-23,https://www.ag.state.mn.us/Office/Communications/2023/04/25_GreenwayApartments.asp,https://www.ag.state.mn.us/Office/Communications/2023/04/25_GreenwayApartments.asp,2023
2023 | Entry No. 433,Tou Thao convicted of 2nd-degree manslaughter in murder of George Floyd,Last of four defendants in Floyd’s 2020 death convicted after stipulated bench trial agreed to in October 2022,2-May-23,https://www.ag.state.mn.us/Office/Communications/2023/05/02_Thao.asp,https://www.ag.state.mn.us/Office/Communications/2023/05/02_Thao.asp,2023
2023 | Entry No. 434,Justin Stetson admits guilt in assault of Jaleel Stallings,"Stetson can never serve as a law-enforcement officer again, will apologize to Mr. Stallings and acknowledge his participation in a ‘harmful institutional culture of policing within the Minneapolis Police Department’",10-May-23,https://www.ag.state.mn.us/Office/Communications/2023/05/10_Stetson.asp,https://www.ag.state.mn.us/Office/Communications/2023/05/10_Stetson.asp,2023
2023 | Entry No. 435,Minnesota settles lawsuit against Juul and Altria for $60.5 million,"After three-week trial, settlement value is largest per capita in US, exceeds JUUL’s gross revenues from marketing and selling to Minnesotans; State to receive 60% of the funds within one year",17-May-23,https://www.ag.state.mn.us/Office/Communications/2023/05/17_JUUL.asp,https://www.ag.state.mn.us/Office/Communications/2023/05/17_JUUL.asp,2023
2023 | Entry No. 436,Attorney General Ellison hails passage of key recommendations of his pharmaceutical drug price task force,Provisions of Commerce Omnibus Bill prohibit price-gouging on generic prescription drugs and establish Prescription Drug Affordability Board — ‘These new laws will save Minnesotans’ lives’,18-May-23,https://www.ag.state.mn.us/Office/Communications/2023/05/18_CommerceOmnibusBill.asp,https://www.ag.state.mn.us/Office/Communications/2023/05/18_CommerceOmnibusBill.asp,2023
2023 | Entry No. 437,"Reports of violence, drug sales down after joint investigation into Winner Gas Station and Merwin Liquors","Investigation by AG Ellison, City of Minneapolis, and Hennepin County prompted changes to stem illegal activity on Minneapolis corner",18-May-23,https://www.ag.state.mn.us/Office/Communications/2023/05/18_MerwinWinner.asp,https://www.ag.state.mn.us/Office/Communications/2023/05/18_MerwinWinner.asp,2023
2023 | Entry No. 438,Attorney General Ellison secures final judgments against solar-sales companies that defrauded consumers,"Settlements with 10 defendants include court-ordered bans on future sales by companies and their owners, prompt completion of existing projects, and consumer restitution of $310K",19-May-23,https://www.ag.state.mn.us/Office/Communications/2023/05/19_Avolta.asp,https://www.ag.state.mn.us/Office/Communications/2023/05/19_Avolta.asp,2023
2023 | Entry No. 439,Attorney General Ellison obtains relief for consumers targeted by unscrupulous door-to-door alarm salesman,"Skyline Security Management, Inc. and Safe Home Security agree to cancel contracts while AGO enforcement action against Gary Harvey continues",19-May-23,https://www.ag.state.mn.us/Office/Communications/2023/05/19_Harvey.asp,https://www.ag.state.mn.us/Office/Communications/2023/05/19_Harvey.asp,2023
2023 | Entry No. 440,Attorney General Ellison sues Avid Telecom over illegal robocalls,"Alleges company initiated and facilitated billions of illegal robocalls, including calls spoofing government agencies — including at least 14K to Minnesotans",23-May-23,https://www.ag.state.mn.us/Office/Communications/2023/05/23_Avid.asp,https://www.ag.state.mn.us/Office/Communications/2023/05/23_Avid.asp,2023
2023 | Entry No. 441,Attorney General Ellison reaches $102.5M national settlement with Suboxone maker for alleged illegal monopoly tactics,"Alleges company illegally delayed generic version of drug that treats opioid addiction, tried to convince patients their more expensive version of the drug was safer in order to keep prices high and preserve monopoly",2-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/02_Suboxone.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/02_Suboxone.asp,2023
2023 | Entry No. 442,Attorney General Ellison’s office helps cut Xcel Energy’s rate hike by more than half,Attorneys and analysts representing residential and small-business ratepayers as well as the Department of Commerce help ratepayers afford their lives,2-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/02_XcelEnergy.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/02_XcelEnergy.asp,2023
2023 | Entry No. 443,Attorney General Ellison sues downtown Saint Paul’s largest landowner for scheme to avoid paying overtime to security officers,Alleges Madison Equities used subsidiaries to deprive security officers of overtime wages owed under Minnesota law; also alleges company illegally retaliated against worker who came forward,5-Jun-23,https://www.ag.state.mn.us/Office/Communications/2023/06/05_MadisonEquities.asp,https://www.ag.state.mn.us/Office/Communications/2023/06/05_MadisonEquities.asp,2023
